% Model:              EDL.mph
% Version:            COMSOL 4.4.0.248
% Date:               Nov 6 2016, 17:30
% Dimension:          1
% Nodes:              1448
% Expressions:        1
% Description:        Line graph
% r                       Height
0                         3.5797445056257335
4.189289780832979E-11     3.5799329708049257
8.378579561665958E-11     3.5801214359841174
1.2567869342498936E-10    3.580309901163309
1.6757159123331916E-10    3.580498366342501
2.0946448904164892E-10    3.580686831521693
2.5574492353830083E-10    3.58121589458578
3.020253580349527E-10     3.5817449576498657
3.483057925316046E-10     3.5822740207139523
3.945862270282565E-10     3.582803083778039
4.4086666152490835E-10    3.583332146842125
4.919941500333006E-10     3.584330948995694
5.431216385416927E-10     3.5853297511492626
5.942491270500851E-10     3.5863285533028315
6.453766155584772E-10     3.5873273554564
6.965041040668695E-10     3.588326157609969
7.529862889122908E-10     3.589950795419551
8.094684737577123E-10     3.591575433229133
8.659506586031335E-10     3.5932000710387153
9.22432843448555E-10      3.5948247088482974
9.789150282939763E-10     3.5964493466578795
1.0413127193936645E-9     3.5988846556835616
1.1037104104933525E-9     3.6013199647092433
1.1661081015930407E-9     3.6037552737349254
1.228505792692729E-9      3.6061905827606076
1.290903483792417E-9      3.6086258917862892
1.3598362248412454E-9     3.6121109352898495
1.4287689658900735E-9     3.6155959787934098
1.4977017069389018E-9     3.61908102229697
1.5666344479877299E-9     3.62256606580053
1.6355671890365582E-9     3.62605110930409
1.7117194107681762E-9     3.6308905955312314
1.7878716324997942E-9     3.635730081758372
1.864023854231412E-9      3.640569567985513
1.94017607596303E-9       3.645409054212654
2.016328297694648E-9      3.6502485404397946
2.1004561126252937E-9     3.6568409966113262
2.184583927555939E-9      3.6634334527828574
2.268711742486584E-9      3.670025908954388
2.3528395574172295E-9     3.6766183651259197
2.4369673723478746E-9     3.683210821297451
2.529906082027975E-9      3.692078122455485
2.622844791708075E-9      3.700945423613518
2.715783501388175E-9      3.709812724771552
2.808722211068275E-9      3.7186800259295856
2.901660920748375E-9      3.727547327087619
3.004333310003815E-9      3.7393806889638066
3.107005699259255E-9      3.7512140508399945
3.209678088514695E-9      3.763047412716182
3.3123504777701346E-9     3.77488077459237
3.4150228670255746E-9     3.7867141364685573
3.5284483659646214E-9     3.80244629719755
3.641873864903668E-9      3.818178457926542
3.755299363842715E-9      3.8339106186555343
3.868724862781761E-9      3.849642779384527
3.982150361720808E-9      3.865374940113519
4.107455167620838E-9      3.886290606412852
4.2327599735208685E-9     3.9072062727121843
4.358064779420899E-9      3.9281219390115174
4.48336958532093E-9       3.94903760531085
4.60867439122096E-9       3.9699532716101826
4.74710265076309E-9       3.997868900180096
4.885530910305219E-9      4.025784528750011
5.023959169847349E-9      4.053700157319923
5.162387429389479E-9      4.081615785889838
5.3008156889316085E-9     4.1095314144597515
5.453741850582991E-9      4.147085118349172
5.606668012234374E-9      4.1846388222385915
5.7595941738857555E-9     4.222192526128012
5.912520335537139E-9      4.2597462300174325
6.065446497188521E-9      4.297299933906852
6.234388958943705E-9      4.34846811841724
6.403331420698887E-9      4.399636302927628
6.57227388245407E-9       4.450804487438016
6.7412163442092536E-9     4.501972671948404
6.910158805964436E-9      4.553140856458792
7.096794990760213E-9      4.624221330530067
7.283431175555989E-9      4.695301804601342
7.470067360351766E-9      4.766382278672616
7.656703545147541E-9      4.837462752743891
7.843339729943318E-9      4.908543226815166
8.049522589119894E-9      5.010023535414161
8.255705448296469E-9      5.111503844013157
8.461888307473043E-9      5.212984152612152
8.66807116664962E-9       5.314464461211148
8.874254025826196E-9      5.415944769810143
9.099403220660955E-9      5.564569080592998
9.324552415495714E-9      5.713193391375851
9.549701610330474E-9      5.861817702158706
9.774850805165232E-9      6.010442012941559
9.999999999999992E-9      6.159066323724414
1.0225149194834752E-8     6.365083835551611
1.045029838966951E-8      6.571101347378809
1.067544758450427E-8      6.7771188592060065
1.0900596779339028E-8     6.983136371033205
1.1125745974173788E-8     7.189153882860403
1.1331928833350368E-8     7.454952033309838
1.1538111692526947E-8     7.720750183759272
1.1744294551703525E-8     7.986548334208708
1.1950477410880106E-8     8.252346484658142
1.2156660270056686E-8     8.518144635107577
1.2343296454852464E-8     8.857773893011407
1.252993263964824E-8      9.197403150915235
1.2716568824444016E-8     9.537032408819064
1.2903205009239795E-8     9.876661666722894
1.308984119403557E-8      10.216290924626723
1.3258783655790755E-8     10.6529468888192
1.3427726117545937E-8     11.089602853011675
1.359666857930112E-8      11.52625881720415
1.3765611041056303E-8     11.962914781396627
1.3934553502811485E-8     12.399570745589102
1.4087479664462868E-8     12.965030662561205
1.4240405826114248E-8     13.530490579533305
1.439333198776563E-8      14.095950496505406
1.4546258149417012E-8     14.661410413477508
1.4699184311068394E-8     15.22687033044961
1.4837612570610523E-8     15.965791549388399
1.4976040830152653E-8     16.704712768327184
1.511446908969478E-8      17.443633987265972
1.525289734923691E-8      18.182555206204757
1.539132560877904E-8      18.921476425143545
1.5516630414679068E-8     19.897682083129403
1.5641935220579097E-8     20.87388774111526
1.576724002647913E-8      21.85009339910112
1.5892544832379157E-8     22.826299057086977
1.6017849638279186E-8     23.802504715072835
1.6131275137218235E-8     25.110229771137664
1.6244700636157284E-8     26.417954827202493
1.635812613509633E-8      27.72567988326732
1.6471551634035378E-8     29.033404939332147
1.6584977132974427E-8     30.341129995396976
1.6687649522229866E-8     32.12189418738272
1.6790321911485305E-8     33.90265837936846
1.6892994300740748E-8     35.6834225713542
1.6995666689996187E-8     37.464186763339946
1.7098339079251626E-8     39.24495095532569
1.7191277788931725E-8     41.71690286854476
